Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Latitude,Longitude,Elevation,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km,Region,Subregion,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5
311060,Semisopochnoi,Stratovolcano,2023,United States,51.93,179.58,1221,0,0,0,0,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite, , , , , , 
341092,Serdan-Oriental,Volcanic field,Unknown,Mexico,19.27,-97.47,3485,93158,93158,211350,7672879,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Andesite / Basaltic Andesite,Dacite, , ,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , 
265070,Serua,Stratovolcano,1921,Indonesia,-6.312,130.017,608,58,58,58,258,Indonesia,Banda Sea,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
253040,Sessagara Hills,Volcanic field,1944,Papua New Guinea,-9.5542,149.1278,493,61,338,10041,137492,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite, , , , , , , , , 
382080,Sete Cidades,Stratovolcano,1880,Portugal,37.865,-25.785,842,3515,10365,102848,127154,Atlantic Ocean,Azores,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , 
261020,Seulawah Agam,Stratovolcano,1839,Indonesia,5.448,95.658,1810,226,10555,306345,1565392,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
300700,Severny,Shield,-1550,Russia,58.28,160.87,1936,0,0,4,3152,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
221280,Shala,Caldera,Unknown,Ethiopia,7.4569,38.5571,2075,148588,148588,477361,8808566,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , 
323010,Shasta,Stratovolcano,1250,United States,41.409,-122.193,4317,0,35,19785,265016,Canada and Western USA,USA (California),Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , 
300270,Sheveluch,Stratovolcano,2024,Russia,56.653,161.36,3283,0,0,1718,11613,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
283121,Shiga,Shield(s),Unknown,Japan,36.688,138.519,2041,2474,9610,449713,5784413,"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , 
285040,Shikotsu,Caldera,1979,Japan,42.688,141.38,1320,130474,130474,316816,3096376,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , 
285090,Shiretoko-Iozan,Stratovolcano,1936,Japan,44.133,145.161,1562,6,1516,7890,209060,"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
290331,Shirinki,Stratovolcano,Unknown,Russia,50.2,154.98,761,0,0,50,1389,Kuril Islands,Kuril Islands,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , 
311360,Shishaldin,Stratovolcano,2023,United States,54.756,-163.97,2857,0,0,10,197,Alaska,Aleutian Islands,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Trachyte / Trachydacite,Rhyolite, , 
300511,Shisheika,Lava dome,-2240,Russia,57.153,161.09,355,0,8,363,7530,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
261110,Sibualbuali,Stratovolcano,Unknown,Indonesia,1.556,99.255,1819,2249,10838,404339,2481584,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Rhyolite,Andesite / Basaltic Andesite, , ,Basalt / Picro-Basalt, , , , 
222052,Silali,Shield,-5050,Kenya,1.15,36.23,1528,157,784,18705,917921,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , ,Trachybasalt / Tephrite Basanite, , , , 
272040,Silay,Stratovolcano,Unknown,Philippines,10.77,123.23,1510,310,11499,1167963,9522729,Philippines and SE Asia,Central Philippines,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite, , , , , , , , , 
320160,Silverthrone,Caldera,Unknown,Canada,51.5179,-126.1133,2860,7,7,67,1278,Canada and Western USA,Canada,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , 
255050,Simbo,Stratovolcano(es),1910,Solomon Islands,-8.292,156.52,335,210,240,833,27923,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
261080,Sinabung,Stratovolcano,2021,Indonesia,3.17,98.392,2460,997,13801,163630,7646863,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
290290,Sinarka,Stratovolcano,1878,Russia,48.873,154.182,911,0,3,3,57,Kuril Islands,Kuril Islands,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
261070,Singkut,Caldera(s),1881,Indonesia,3.2379,98.5127,2181,11833,21448,228453,7958409,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
343002,"Singuil, Cerro",Volcanic field,Unknown,El Salvador,14.054,-89.631,926,25874,156926,883616,6672302,México and Central America,El Salvador and Honduras,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
264270,Sirung,Complex,2015,Indonesia,-8.4972,124.1306,1347,5966,19334,69744,418756,Indonesia,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
263180,Slamet,Stratovolcano,2014,Indonesia,-7.242,109.208,3428,856,13401,2904026,20217467,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , 
374801,Snaefell,Stratovolcano,Unknown,Iceland,64.798,-15.56,1833,0,0,0,0,Iceland and Arctic Ocean,Iceland (southeastern),Rift zone / Oceanic crust (< 15 km),Evidence Uncertain, , , , , , , , , , 
370010,Snaefellsjokull,Stratovolcano,200,Iceland,64.8,-23.783,1446,9,129,2264,11820,Iceland and Arctic Ocean,Iceland (western),Rift zone / Oceanic crust (< 15 km),Eruption Dated, , , , , , , , , , 
312200,Snowy Mountain,Stratovolcano(es),1710,United States,58.336,-154.682,2162,0,0,0,248,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
352001,Soche,Stratovolcano,-6650,Ecuador,0.552,-77.58,3955,123,1460,70322,1840573,South America,Ecuador,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
355109,Socompa,Stratovolcano,-5250,Chile-Argentina,-24.396,-68.246,6031,5,113,538,8620,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
341021,Socorro,Shield,1994,Mexico,18.78,-110.95,1050,0,0,0,0,México and Central America,Mexico,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte / Trachydacite,Rhyolite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , 
326010,Soda Lakes,Maar(s),Unknown,United States,39.525,-118.8778,1251,1616,11149,25655,557259,Canada and Western USA,USA (Nevada),Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , 
284091,Sofugan,Stratovolcano,Unknown,Japan,29.794,140.342,99,0,0,0,21,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , 
357111,Sollipulli,Caldera,1240,Chile,-38.97,-71.52,2282,2971,2971,8904,510741,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
355131,"Solo, El",Stratovolcano,Unknown,Chile-Argentina,-27.105,-68.713,6205,0,0,482,9975,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite, , , , , , , , , 
266030,Soputan,Stratovolcano,2020,Indonesia,1.112,124.737,1785,4724,69991,501336,1696768,Indonesia,Sulawesi,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
261120,Sorikmarapi,Stratovolcano,1986,Indonesia,0.686,99.539,2145,203,1469,90257,1831957,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
221103,Sork Ale,Stratovolcano,Unknown,Ethiopia-Eritrea,13.18,41.725,1611,174,632,3896,38428,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , , , 
351061,Sotara,Stratovolcano,Unknown,Colombia,2.108,-76.592,4400,1188,5553,127782,1726425,South America,Colombia,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
360060,Soufriere Guadeloupe,Stratovolcano,1977,France,16.044,-61.664,1467,8839,71345,256899,482449,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , 
360050,Soufriere Hills,Stratovolcano,2013,United Kingdom,16.72,-62.18,915,3006,9401,9458,448929,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
360150,Soufriere St. Vincent,Stratovolcano,2021,Saint Vincent and the Grenadines,13.33,-61.18,1220,1491,15327,103882,291476,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
284193,South Sarigan Seamount,Stratovolcano,2010,United States,16.58,145.78,-184,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Eruption Observed,No Data (checked), , , , , , , , , 
334120,Southern EPR at 17.5°S (Segment K),Fissure vent(s),1990,Undersea Features,-17.436,-113.206,-2566,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
334130,Southern EPR at 18.2°S (Segment J),Fissure vent(s),1890,Undersea Features,-18.175,-113.35,-2650,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
334140,Southern EPR at 18.5°S (Segment I),Fissure vent(s),1915,Undersea Features,-18.53,-113.42,-2600,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , 
334100,Southern EPR at 8°S,Fissure vent(s),1969,Undersea Features,-8.27,-107.95,-2800,0,0,0,0,Hawaii and Pacific Ocean,Pacific Ocean (eastern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
390070,Southern Thule,Stratovolcano(es),1975,United Kingdom,-59.442,-27.225,1075,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
320070,Spectrum Range,Shield,Unknown,Canada,57.43,-130.68,2430,0,0,0,386,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Evidence Credible,Rhyolite,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , 
300671,Spokoiny,Stratovolcano,-3450,Russia,58.13,160.82,2171,0,0,16,2522,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite, , , , , , , , 
313040,Spurr,Stratovolcano,1992,United States,61.299,-152.251,3374,0,0,0,11097,Alaska,Alaska (southwestern),Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt,Rhyolite, , 
290211,Srednii,Stratovolcano,Unknown,Russia,47.5861,152.893,36,0,0,8,279,Kuril Islands,Kuril Islands,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,No Data (checked), , , , , , , , , 
250010,St. Andrew Strait,Complex,1957,Papua New Guinea,-2.38,147.35,270,633,678,2870,47539,Melanesia and Australia,Admiralty Islands,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , 
360170,St. Catherine,Stratovolcano,Unknown,Grenada,12.15,-61.67,840,8561,41976,84210,93321,West Indies,West Indies,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Dacite, , , , , , 
321050,St. Helens,Stratovolcano,2008,United States,46.2,-122.18,2549,78,427,2221,2173101,Canada and Western USA,USA (Washington),Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , 
314040,St. Michael,Volcanic field,Unknown,United States,63.45,-162.12,715,662,662,662,2625,Alaska,Alaska (western),Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , 
234002,St. Paul,Stratovolcano,1793,France,-38.72,77.53,268,0,0,0,0,Middle East and Indian Ocean,Indian Ocean (southern),Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , 
314010,St. Paul Island,Shield,-1280,United States,57.167,-170.213,203,582,582,582,783,Alaska,Alaska (western),Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Rhyolite, , , , 
312220,Steller,Stratovolcano,Unknown,United States,58.43,-154.4,2272,0,0,0,118,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
312055,Stepovak Bay Group,Volcanic field,Unknown,United States,55.917,-160.017,1633,0,0,0,0,Alaska,Alaska Peninsula,Subduction zone / Continental crust (>25 km),Evidence Credible, , , , , , , , , , 
211040,Stromboli,Stratovolcano,2024,Italy,38.789,15.213,924,2225,2225,3894,1347563,Mediterranean and Western Asia,Italy,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , 
390012,Sturge Island,Stratovolcano,Unknown,Antarctica,-67.4,164.83,1167,0,0,0,0,Antarctica,Antarctica and South Sandwich Islands,Rift zone / Oceanic crust (< 15 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite, , , , , , , , , 
282010,Submarine Volcano NNE of Iriomotejima,Stratovolcano,1924,Japan,24.57,123.93,-200,0,0,31167,50086,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , 
342160,Suchitan,Stratovolcano(es),Unknown,Guatemala,14.4,-89.78,2042,4149,49376,421074,8257118,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
284093,Suiyo Seamount,Stratovolcano,Unknown,Japan,28.575,140.633,-991,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Unrest / Holocene,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , 
252090,Sulu Range,Stratovolcano(es),Unknown,Papua New Guinea,-5.5,150.942,610,298,1543,15051,135039,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , 
352040,Sumaco,Stratovolcano,1895,Ecuador,-0.538,-77.626,3990,39,324,8384,679867,South America,Ecuador,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , , , , , , 
261180,Sumbing,Stratovolcano,1921,Indonesia,-2.414,101.728,2507,3,304,49583,1209448,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , 
263220,Sumbing,Stratovolcano,1730,Indonesia,-7.384,110.07,3371,15294,310361,2425607,25707858,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
284080,Sumisujima,Caldera,1916,Japan,31.44,140.051,136,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Dacite,Basalt / Picro-Basalt,Rhyolite, , ,Andesite / Basaltic Andesite, , , , 
263210,Sundoro,Stratovolcano,1971,Indonesia,-7.302,109.996,3147,52462,496751,2086299,24996512,Indonesia,Java,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , 
261270,Suoh,Caldera(s),1933,Indonesia,-5.25,104.27,1000,837,2048,24619,1616500,Indonesia,Sumatra,Subduction zone / Continental crust (>25 km),Eruption Observed,No Data (checked), , , , , , , , , 
284142,Supply Reef,Stratovolcano,Unknown,United States,20.13,145.1,-8,0,0,0,0,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , 
257010,Suretamatai,Complex,1966,Vanuatu,-13.8,167.47,921,68,3509,5555,9242,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , 
222110,Suswa,Shield,Unknown,Kenya,-1.151,36.357,2356,474,4041,105232,6914644,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Evidence Credible,Phonolite,Trachyte / Trachydacite, , , ,Trachybasalt / Tephrite Basanite, , , , 
282030,Suwanosejima,Stratovolcano(es),2024,Japan,29.638,129.714,796,107,107,325,1966,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , 
273070,Taal,Caldera,2024,Philippines,14.0106,120.9975,311,717090,717090,2380326,24814047,Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , 
355011,Taapaca,Complex,-320,Chile,-18.1,-69.5,5860,3,87,1994,505369,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , 
